Término,Frecuencia
tantos recuerdos,6
río mi cora,6
tu amor,6
solo hay un abismo,6
la banda,6
hoy te necesito,6
pero yo no soy de,6
lo que quieras mami te compro,6
mi cama,6
porque la verdad que yo sí te extrañé días y madrugadas porque tú más te alejabas de mi ser,6
me di,6
los gfez,5
junior h,5
tu mirada,5
te juro,5
la vida que vivo pa' mi,5
todo lo que tengo me ha costado,5
y me pregunto,5
yo quisiera borrar,5
la mafia,5
esa niña,5
tu recuerdo,5
pero a mí no me importa nada,5
hoy la vi,5
nuevo laredo,5
glock me,5
me mama el exceso,5
la porque,5
con la mirada,5
las putas,5
la que me ilusiona,5
party la shorty,5
don juan,5
por las noches,5
las cosas,5
por ti pierdo el rumbo y,5
mel day,5
me estoy,5
con sus ojos de piña me mira me mira y me mata ahy amor,5
esta noche,5
soy eneamorado,5
javier rosas,5
la veo,5
el amor de tu vida,5
los ángeles,5
los diamantes,5
por eso,5
pero ellas viven en mi mente,5
yo soy mexicano,5
al tiro,5
los mayitos de sinaloa,5
el macho,5
afuera llueve,5
que me eleva,5
jasiel nuñez,5
jo jo jo a,5
de la noche,5
ya con esta me despido,5
me fumé un porro,5
la banda le gusta mas,5
los guachos,5
manuel torres,5
jo jo jo ábranle,5
mi cora,5
me has,5
van cleef,5
mi gusto,5
kikiri fua kikiri fua todos,5
sigo viajando y esa nube,5
javier torres,5
ya no te quiero,5
que mi alma,5
no me voy a arrepentir,5
las noches,5
porque ser mejor,5
que bonito,5
qué pa' acá,5
amor mío,5
y ahora,5
de ti traigo antojo,5
al cien,5
que sin ti,5
te voy a extrañar,5
tus ojos,5
un día a la vez,5
y voy fumándome un gallo de mota adentro,5
porque con música romántica,4
playa langosta,4
el grupo,4
no sienta nada ahora,4
a punta de tostonazos,4
los accesorios todos empedrados,4
sol bad vibes,4
que tú me llamas,4
aquí matamos la pena con alcohol,4
cabos jetskis,4
y me empiezo a ilusionar,4
cuando me busque y yo por ella,4
hollywood no,4
después te resignarás,4
tal vez ahí sí,4
con la ilusión de amar,4
el mayo,4
ellas me excitan,4
y me cambió y aunque no estés aquí,4
al diablo lo nuestro,4
griffin junior,4
por la noche,4
pues yo controlo mi propio consumo,4
el de la guitarra,4
si tanto te amo porque chingados me alejo,4
en el amor,4
mi mundo obscuro,4
con un toque bueno,4
mi nube viaja,4
que grites mi,4
san diego,4
cuernos largos,4
camarón pelón tú quieres camarón te doy,4
instagram pero yo lo sigo,4
christian dior,4
lo que yo siento mis sentimientos mis sentimientos bella princesa de ojitos negros de pelo largo eres perfecta y tu sonrisa que me fascina que me fascina y no es por hablar de más,4
pero yo lo sigo su presencia,4
me basta,4
al final,4
a la mala vibra le digo,4
zumbando los ranas,4
tu piel,4
con el humo,4
tal vez en otra galaxia,4
pero me llegó el momento,4
siempre a la orden,4
me pongo loco sin tu amor,4
escúchame bien yo me aferro,4
ya déjame amarte,4
waffle house,4
juan juan,4
para que deje de ser tu prioridad,4
te sigo amando!,4
quieres mamá,4
pero mi amor,4
se la llevo el tiburón,4
que juan colorado,4
solo me ondeo,4
que en mi alma,4
lo nuestro,4
las calles,4
tu dices cuando corazón,4
por tu culpa nomás,4
amado carrillo,4
porque me voy me voy no,4
siempre fumando que esta pasando?,4
ya estoy ondeado tus besos me,4
me nublo sin tus labios,4
donde estas,4
bien alucinado,4
te perdone una vez,4
son mi suerte,4
tantas cosas bellas,4
un cereal milk,4
yo por ti,4
bangkok y,4
el bendito,4
el chivo,4
yo te doy mi vida entera te la doy,4
frog bájele,4
no me digas,4
tampoco sé qué,4
tu tranqui que yo invito recordemos,4
ya bien hediondos del cerebro,4
como iba yo a saber,4
me levantaste sanaste mi herida,4
miro tus ojos,4
o quizás un títere,4
zambada arriba los zambada,4
los verdes yo me gasto,4
un amor así,4
te deseo lo mejor,4
don dimadon,4
pues de morir,4
te extraño eso,4
kikiri fua kikiri fua bien,4
la suerte,4
el uno pa'l otro,4
el m,4
sin el alma de tu cuerpo,4
y te vas sin decir adiós me dejas llorando,4
por que en esta noche,4
"ay, amor mío qué",4
el tiempo y las horas,4
que me des tu olvido,4
fabio guerra,4
ni modo,4
si me la aventé,4
sin duda alguna te bajo la luna,4
y el alma,4
y voy fumándome un gallo de mota adentro de la troca,4
desvéname sígueme,4
año viejo,4
bien desvelado,4
yo sé perder,4
a tus brazos,4
de lejos es mejor,4
no por mí,4
y me muero por volver y volver,4
de perder tú,4
sin tu latido,4
si te hago tanto mal,4
las fotos,4
ahí le va,4
tú estás horny,4
cupido me,4
ese soy yo,4
pero te vas a arrepentir,4
dime por favor,4
las pacas,4
tony montana,4
el destino,4
dom pérignon,4
el jefe,4
perro cochino quitate,4
una de ellas,4
corazón de papel,4
me nortié,4
con la botella,4
no quiero lastimarme de vuelta,4
pero sigo siendo el rey,4
lo siento,4
de perdonarte perdí la,4
costa rica,4
si dios,4
no me despierte,4
no ocupo charola,4
y mi corazón lloró,4
las vibras del papel me,4
chiquitita hermosa,4
mi cabeza,4
me retiro,4
siempre pienso en ti,4
a nadie he besado yo tú dando besos,4
"ay, mamá bélico",4
pero la verdad me encanta,4
"de tanto que le he jalado, la nariz",4
la orden,4
todo aquello que me tienes prometido,4
jo jo jo,4
que no vale madres este amor,4
un anhelo me sostiene sin flaquear,4
mira como,4
yo vengo de la nada,4
pero soñaba con tener,4
con la mujer indicada me como el mundo,4
me gusta cuando el cuerpo,4
me lo retumba un buen corrido,4
ya no sé qué hacer me,4
la última muñeca,4
lo tengo pa' gastar blindado mi trocón que suene el reggaeton,4
por el infierno,4
grupo frontera!,4
yo no soy la muerte,4
moët los carros,4
combinan con tus ojos,4
los clientes,4
y yo yo te quiero pero quiero,4
yo aquí te espero,4
no sales de mi mente,4
yo te haría feliz mil vidas,4
iván con el piyi,4
sin ti seré,4
si yo ando loco nosé,4
porque ando con la split de banana,4
señor salen,4
ti voy,4
de repente,4
como pika pika,4
te la pelaste,4
si tú no quieres,4
"para olvidarte, me comí otras pieles",4
puro noreste tirando flow,4
tu y yo,4
alcemos nuestra copa,4
si no hay amor,4
dependiendo de tu calor,4
no me guardes rencor dame tu mano y no me digas adiós,4
si en algo una vez te fallo,4
la raz?e,4
no quiero comprender,4
yo no soy farándula,4
francisco beltrán,4
no me importaría moriré,4
porque dios,4
arriba guanajuato,4
te perdoné una vez y lo volviste a hacer y te burlaste,4
brabus patrullando,4
me quite un poquito,4
tú eres barbie,4
y el pinche jacob,4
el plumas,4
agua de calzón,4
los dedos engarrotados rigidos como las piedras,4
el 3,4
la mandibula entumida asi me gusta,4
la bomba yo se la vuelvo,4
por ti soy capaz de todo pa,4
lino rodarte,4
con unas putas,4
bailar ahí,4
de nuestro amor,4
fotos aquí,4
vivir feliz,4
wild and free young,4
mi espada de olvido,4
a los güeros,4
bien jalado y bien pendiente estoy,4
si tú te vas,4
"nos queremos, nos amamos reconozco te he fallado reconciliación",4
tantas veces los momentos,4
siempre juntos,4
te quiero te amo mi amor te adoro me gustas me encantas de todo a todo tus dulces caricias me vuelven loco,4
si vieras yo como te recuerdo,4
el mundo,4
ya tu voz se desvaneci?,4
porque has de saber,4
mi cora esta rotó,4
pero el d?de,4
nos tomamos varios tragos,4
ya no me pesa gastar los billetes,4
y eso tú lo sabes,4
una llanta del carro,4
la verdad no te puedo dejar,4
si me muero,4
con sentirte a ti entre el cielo y el infierno solo hay un espacio,4
a mis amigos,4
si mi nube,4
cuatro espadas,4
no te das,4
la neta a mí me ayudas,4
no pienso buscarte me voy para siempre,4
y pa',4
"ey, ey",4
hoy te voy,4
mi experiencia,4
hpnotiq mi jale,4
de tu bello mundo,4
con ellas me mato,4
"ya hasta el perro dejaste escapar te amaba, lástima",4
mi cuerno,4
no encuentro salida,4
de los besos,4
porque ya montó el teatro,4
bien locote fume,4
una nube baja,4
si tú me dices,4
qué bonito,4
philipp plein,4
con la banda,4
mis ojos,4
concha del alma,4
el valor,4
a mi padre,4
me fumo un poco para avionarme,4
por eso no te pude,4
tantas flores,4
tantas copas,4
"como tú, hay otras cien lástima",4
los tiempos,4
cuando mi cuerpo,4
pero eso no lo comprende el corazón,4
no te quiero perder,4
no me voy a arrepentir pues tú eres,4
cuando mando un tqm,4
me jodiste las ganas de tener algo bien cuando te vi,4
el caso,4
"por eso, quiero",4
esta noche te doy serenata pa,4
"no hay otra que yo prefiera amor, amor",4
con las limonadas verdes,4
no temas que yo jamás te dejaría,4
ya sé que la vida,4
moët saquen las putas,4
me agarraste de pendejo,4
de sentir decepcion sin un te quiero me canse de querer por querer a una estatua de sal a,4
trato de verme,4
óyeme grábate,4
no me anden asiendo panchos,4
me dicen el 09 aquí,4
ya los pajarillos,4
yo te amo pero tú buscas sexo y nada mas yo te amo pero tú de amar bien no eres,4
ya quiero olvidarte me hiciste mucho,4
que te,4
alguien espía y yo sé,4
me gustó esta vida andar,3
y me diste salvación,3
que entre tus venas,3
casi al momento quiero,3
puente grande,3
mi bandolera,3
no se enreda con cualquiera,3
y tú,3
los brothers,3
ya traigo los ojos rojos,3
para que a mi cuerpo el alma,3
que yo pueda olvidarte,3
el tiempo,3
mi fiel compañero tú eres dios digno de adoración,3
pero no cuentes que prendimos los blones porque tus amigas van a envidiarte las putas,3
eres mi dios,3
mujer de piedra,3
si me miran,3
la urus,3
melisa me,3
con fuerza me aguanto el llanto,3
el frío en mi cama,3
sin saber quien era,3
la baraja,3
por los radios,3
ya no sufrimos tanto,3
contigo a mi lado,3
loquerones no,3
con los tailandeses me enfiesto,3
dame un beso,3
benjamín me,3
"ya no se, ni quien soy",3
si juraba que te amaba,3
hasta al mismo diablo,3
yo sé muy,3
un perdedor,3
para las penas,3
yo te regalaré,3
marce morales,3
lo cierto,3
entre sus brazos,3
yo te necesito,3
soy de la raza del mayo,3
no me vayan a olvidar,3
me estaría contigo no me importa,3
les dejé muchos recuerdos,3
"no, no me hagas caso",3
que tanta mierda tú me hiciste que el dolor,3
juan julian,3
podria enloquecer,3
escúchame bien te voy hacer loquita,3
los radios,3
si me dejaras hoy,3
no te olvides,3
hasta un ciego,3
amigo de los soldados,3
"ay, ay, linda tú eres la buena",3
la buena,3
ya me tatué tu nombre y te escribí,3
allí está el tiburón,3
ni dónde ni cómo,3
yo me paseo,3
olvidemos que somos ex liberemos,3
de rodillas te pido,3
lo que quiero,3
y yo la vuelo de madrid,3
sebastián hoyos,3
ya no pienso cuando fumo,3
los ninis,3
examen de tristeza,3
mota no,3
porque anoche,3
el evangelio del sueño,3
báilame lento no soy tu sugar daddy,3
ti estoy,3
yo solo quiero contigo,3
todo en un sueño,3
pues la vida,3
estoy enamorado,3
como piolín,3
de los que no terminan,3
mientras yo sufro la pena de vivir sin su amor ¿qué voy a hacer?,3
y nada más porque te amo,3
no te preocupes,3
que me emociono cuando me besan cuando me abrazan,3
cuando veas,3
bonita pareja,3
una quema en,3
si todita la culpa,3
alguien me está llamando,3
para controlar la gente se asusta,3
si ven los comandos,3
ave maría,3
tú bebes agua,3
puro pa,3
las chimbas están bellas ¿,3
la adrenalina,3
vendedora de amor,3
te lleno de rosas,3
la sierra,3
andamos al tiro,3
por un momento,3
de cancún,3
le marco a mi secuaz,3
te amo tanto,3
no me lloren que nadie,3
solo quiero estar contigo,3
de balcón en balcón,3
yo le hago,3
al 100,3
no quiero verte feliz,3
no soy el único,3
para que caigas en,3
porque tienes que irte,3
uoh-oh uoh-oh-oh-oh,3
no me buscarás jamás,3
"lo mejor que yo he probado, la agua más fina",3
se me antoja,3
eres mi gran motivo,3
inclusive te extraño,3
san luis rio colorado,3
así me gustan,3
me otorgaste tu perdón,3
todo lo que empieza también algún día,3
tú escuches,3
no te voy a dejar,3
mis sueños,3
que me maten,3
sin que seas para mi,3
y la verdad,3
siempre quise ser el único de ti,3
el de la 45,3
el no se imagina,3
con musica,3
las morritas bien ondeadas,3
los viejones bien entrados,3
la musica,3
por la sierra,3
dolce & gabbana,3
pero al final del camino,3
no debo dejar ninguna,3
por qué demuestro,3
siempre estoy tomando,3
solo por verte feliz,3
ya tú sabes,3
la boda la celebraban,3
la rumorosa,3
san francisco,3
la sigo extrañando,3
tratando de ahogar el corazón a tequilazos,3
los clientes de la barra,3
la boda la celebraban allá por,3
todo el amor,3
pero los detalles,3
sacamos los botes,3
estados unidos,3
hasta que tú decidas,3
con un clase azul,3
me imagino,3
la canción,3
hollywood white lebron,3
a ti,3
"porque, al chile",3
christian louboutin,3
"ay, wey",3
pero mi cabeza,3
siempre les quise cantar suerte,3
pasando sabroso voy,3
me enfiesto,3
lo mejor que la vida me,3
si no trai dinero aqui,3
la revelación de culiacán,3
ya no hay tiempo de llorar no,3
lo que paso,3
sin hacer muecas te enseño a poner tu autoestima,3
ese bobo que) te enseño a beber,3
que rápido te valí yo no he sanado,3
un poquito más suave,3
a ti llegó mi clamor,3
no te importó mi condición,3
si mato de un golpe a este amor,3
su riqueza comparada,3
siendo yo un pecador,3
que vivir en soledad,3
me perdí en el tiempo,3
con madurez me voy a retirar,3
kartel music,3
me haré,3
instagram cuerpo,3
no encontraba solución,3
y miro el reloj,3
cuando en desesperación,3
la paca llega,3
aquí en mi corazón,3
tu bien sabes,3
yo si te necesitoo,3
"te lo juro, no me voy a enojar porque",3
la cerveza da valor,3
que para siempre,3
yo mendigándote amor creyéndome,3
y el señor,3
las morras,3
las horas,3
felicidad juntemos,3
cuando ustedes me,3
no te fijes,3
con el último adiós de este mundo,3
pero eso se acabó,3
me dices: ven pa' acá,3
el respeto,3
no vengas a buscarme,3
"si no es a mi lado, amor",3
todo fue tan bello,3
y te amaré,3
a tres flores,3
ahí te lo digo contigo,3
me gustas tanto que ni te imaginas,3
porque la vida,3
si estoy en tu lista elimíname que no pararemos,3
no seré el payaso,3
yo sí te necesito,3
yo solo ambiciono una niña,3
el tiempo pasará y seguiremos escribiendo,3
aquel que jura haber herido ¿quién,3
porque como un idiota de ti me enamoré bendito,3
malditos sean los besos que tú me diste a mi malditas las caricias,3
alegre y enamorado,3
para armar este rompecabezas,3
pero tú llegaste pa' cubrirme con tu abrigo,3
los lentes,3
como superman llevarte,3
ice) i was broke,3
el viejo,3
que me gustas,3
pero te amo te amo te amo soy un idiota,3
la última,3
me gusta la guerra,3
un mensajito y,3
me besas o te beso,3
ese rancho de la palma,3
pedro paz,3
los delta,3
"te amo, te amo",3
tres letras,3
le pido tanto a,3
la protagonista de mi nueva historia,3
la veo pasando sin ningún,3
no me quieres,3
todo quedó ya en el ayer,3
la que es buena amante,3
que nuestro amor,3
el chapito,3
verte no,3
de mi alma,3
las morras me encantan,3
hugo boss,3
ey ay,3
mi amor te lo pido,3
estaban tucanes,3
de mi vida,3
el niño,3
el mayor de los ranas,3
para disfrutar el molly,3
mi amor por ti,3
la confianza de su padre,3
ala orden,3
no me lo creo en el amor,3
la muerte me acecha y yo aquí la espero,3
puro kamikaze,3
con una historia,3
romeo pero,3
con tiempo los sentimientos,3
lejos de mi vida,3
si para ti,3
camarón pelón tú quieres camarón pelón te doy camarón pelón,3
yo te quiero corazón,3
mi trébol de buena suerte prefiero morir junto a ti a,3
mientras tú me quieras yo estaré,3
que solo presumen para apantallar,3
te quiero amar,3
el señor de la montaña,3
sin remordimiento se mancha,3
de niño,3
eres en pocas palabras,3
de sangre,3
guasave a,3
lo bueno,3
el bravo,3
tal vez fue nada,3
la muerte en sus almas,3
por una eternidad,3
a su padre,3
no te creas importante,3
luis r y,3
estos pistoleros matan,3
se me fue mi amor,3
con rifle y granada,3
el agua,3
esa nena mira,3
que me habra el corazon,3
name party,3
una melodía,3
si tus pretendientes,3
a dios,3
mis carnales,3
el palmito,3
el mayo comanda,3
y me enamoré de ti,3
el virus contagia,3
porque sin ti,3
el que destrozó mi vida,3
ahí les va el apoyo pa tumbar cabezas,3
de amor que te di,3
de llamarme,3
y no sé si me extrañes tanto,3
ey jaja,3
no pude mirarte,3
el odio en sus venas,3
lo siento pero el cora me,3
compa chino,3
su clave,3
hoy pude haber estado,3
dime de qué,3
el virus,3
ey ey ey…,3
no dejes que,3
me siento a gusto,3
te seré incondicional yo te amaré porque sigo,3
y he jurado serte fiel,3
porque tienes que aceptarlo que me amas tú también,3
soy como un buen restaurant,3
ahi guerra,3
un lobo domesticado un loco enamorado,3
los ojos rojos,3
tal como eres y como sé que lo que haces te hace feliz tal,3
este es otro amigo,3
culos en el carro,3
le apodan fantasma,3
hpnotiq don julio,3
le gusta bailar pega'o,3
conclusión: a ella le tengo amor,3
con clika los necios puro twins culiacan casi,3
cuando los tortura,3
zambada el niño,3
vestidos de negro,3
yo cuido la plaza cobrando pendientes este,3
yo te seguiré,3
"todo lo que tiene la mujer ideal porque, mi amor",3
este es macho prieto,3
provocante y sensual,3
no todo es chamba,3
ti quiero,3
si te emborrachas,3
las traigo a mi lado,3
me gusta cumplir de todos mi antojos,3
las mejores plebes,3
las playas,3
odio ser el tonto,3
por favor atiende mi solisitud,3
tu carita,3
con notas de alegría,3
los carros del año,3
de pronto un chingo de vecinos,3
todos nomás,3
la vida es corta,3
lo que no sabes,3
no me dejes caer,3
si las palabras nunca me salen,3
tú qué título me pones,3
cuanta verdad,3
no me digas que me extrañas,3
para despertar al poeta dormido,3
cuando se monta al lambo jálale,3
ti quisiera,3
combinó las cadenas,3
no importa,3
la cosa,3
ella me tira,3
porque sin ti mi paso,3
la sangre,3
pero me gusta,3
me activo voy,3
y el secuestro de mi madre,3
pura perdición,3
pero sin ti no respiro no te amo por,3
te amo por lo que soy cuando tu estas conmigo,3
me vale verga,3
te meto la—,3
san juan cayo,3
ey ey ey…te ves muy arreglada,3
hola mi amor,3
y mi compa,3
pues me importa poco,3
una party,3
no estoy llorando,3
no quiero robar tu tiempo,3
has regresado ¿,3
ya me pegué un jalón,3
quizá en tu vida,3
las babys,3
cuando tú me quieras,3
el campo,3
me siento libre de tus múltiples mentiras pa,3
con los del barrio,3
si algún día me muero,3
con esos ojitos,3
oh no! se me olvido,3
te siento tan cerca te siento,3
ti sabes,3
la escuela,3
no tengo mucho,3
de las flores,3
súbete a la troca,3
al verme tan solo y triste,3
te necesito conmigo,3
el comando de la muerte,3
por mucho que pasen los años de largo,3
mis lágrimas,3
me pisteo,3
entre el cielo y el infierno solo,3
porfavor mi amor regresa que me lleva la tristesa,3
harley quinn,3
el mes de mayo,3
macizo me,3
tu sonrisa no me la puedo quitar de la cabeza,3
el huracán,3
el pedo,3
me dices,3
y aunque me digan,3
las armas,3
mi cora te quiere,3
kikiri fua kikiri fua,3
de mala racha cualquiera,3
como soy buen jugador pierdo,3
apuesta deje mi corazón y mi vida,3
la guadalupana,3
pero usted,3
te lo juro,3
pero así le digo pa',3
kikiri fua kikiri,3
al cabos,3
los alfas,3
buchanans me,3
bien alegre,3
una 5-7 su corta te la deja caer en la chompa,3
pura etiqueta negra,3
primero mi familia,3
le doy gracias a dios,3
se buscan amigos borrachos,3
santa ana,3
porque te ando,3
mi vida no te preocupes,3
no puedo vivir sin ti,3
manuel torres félix,3
"te lloré, te lloré",3
no puedo estar sin ti,3
chiquita bonita,3
porfavor mi amor regresa,3
eso lo siento aquí en la piel,3
no amenaces y bésame,3
fuerza coahuila,3
si quieren guerra,3
"la vida, loco",3
mi san judas,3
giovanny ayala,3
y ando borracho perdido,3
te doy mi vida entera,3
el sombrero,3
no se me agüite,3
don mayo,3
el doctor,3
soy fiel,3
andan al puro vrgazo,3
pero yo sé,3
la feria,3
donde quiera que te encuentres es la ilusión,3
al pacino,3
aquí la cosa,3
’ encapuchao’,3
harry atravesao,3
que mi corazón,3
que nunca me dejarías que sin mí,3
vicente soy,3
flooded cuban necklace,3
wake up and brush my teeth,3
insta volemos,3
red bull,3
a los 10 segundos dices,3
pues ahora,3
cuando tienes ganas de dormir conmigo,3
cuando tienes ganas de satisfacerte,3
pero todo en la vida,3
como le van a poner,3
por supuesto yo soy el que paga el plato,3
la dueña de mis amores ven,3
la patrulla,3
esos ojitos,3
san luis,3
y sé que algún día,3
que diosito,3
yo bebo para olvidar,3
un ritmo que se adapta,3
uh-uh-uh-uh-uh nadie,3
te desprecié,3
a ti como padre te volvería yo a escoger,3
pues le gusta el ritmo,3
y en mi pecho,3
la tambora que me toquen el quelite después,3
y me manda mensajes romanticos,3
uh-uh-uh-uh-uh loca,3
y me dice te amo,3
pero la puerta,3
y me besa,3
un par de almohadas,3
y me cela sin moderación,3
la sonrisa,3
con saña,3
y yo caí,3
alguien como tú,3
uh-uh-uh-uh-uh llegaste,3
yo me voy contigo a,3
yo te quería,3
por ti moría,3
feliz navidad,3
pero ya pedo,3
dani flow suburban,3
un día dios,3
dentro de mi corazón,3
neton ¡uh!,3
baila quebradita,3
entre ríos y montes,3
dos locos del amor necesitados,3
la limpia,3
familias unidas,3
no me dejes mi amor te lo juro no te engañe y,3
lo traigo aquí en los talones,3
río bravo,3
la gente no la deja de admirar,3
la quebradora es buena para bailar,3
pero mira,3
tú mi bello ángel,3
te quiero a ti,3
montado en su cuaco,3
"solos tu y yo, solos tu y yo!",3
del amor,3
santa maria,3
no quiero lastimar a,2
tu tierna piel,2
la dueña de mi amor,2
fe tuvo moisés,2
el sabe porque lo engañas,2
la fe en dios,2
hoy siento que mi vida,2
para que tú ya lo dejes,2
ni a ilusionarme ni a enamorarme ni a llorar por nadie,2
yo cuando te miro mis ojos me brillan oh cortinas guindas,2
"cuando dices vida, yo estaré contigo",2
sin ti no hay nada,2
con abrazon emotivos,2
y por dentro lloro,2
no me imagino mi futuro,2
siento que respiro mientes,2
dime que me quieres,2
ahí te lo digo,2
que mi amor llena tu piel,2
tu cuerpo abandonado con algunas telarañas,2
tú dímelo nomás,2
será nuestro secreto,2
gabito compa nata,2
pero tu 'apá me fio los cuadros,2
te llevo tatuada en mi alma,2
esta conexión,2
por fe,2
yo soy el que manda soy fuego,2
del capo de capos,2
mi mundo se acabará,2
cuando dices,2
para decirle al problema,2
aqui estoy solo y triste,2
cuando dices siento siento,2
ya se termino,2
pero tú sí estarás,2
la superona,2
para decirle al cáncer: hoy te secas,2
toda la raza,2
dios necesitamos,2
esta noche si tú quieres yo me,2
lo que la ciencia,2
te suplico,2
mar rojo,2
todas las cosas,2
de caricias oh cortinas guindas,2
para eso y más,2
porque en medio de la peda,2
que no me odies,2
que todo el mundo,2
la número,2
no a todos les puedes llamar amigo,2
a alguien muy incompetente,2
puros corridos quería la plebada,2
para mi gente gente del chapo,2
y la neta,2
juan martha,2
no soy de tu clase,2
de preferencia,2
mi mas grande amor,2
y a tu amiga me robé y pa' que te duela,2
me insultas con tanto despecho,2
para andar iguales,2
había de todo tocaba el recodo en el dorado,2
está cabrón,2
no salgo de la depre,2
hizimos grande la fiesta,2
si usted fuera yo,2
con muchos remaches,2
así como amarla cada amanecer,2
sierra por qe nueva linea,2
hasta los viejos,2
"se acelere, algunas mujeres tambien",2
porque pa,2
los quieren,2
de haberlo sabido,2
dijo hechen puros corridos,2
no quiero novatos pura gente seria quién,2
amor incondicional eso,2
para mi,2
lo raro,2
mi voz se quiebra,2
cada que quieras verme,2
mi luna,2
y las mujeres,2
cuando la banda,2
se fue y me partio,2
siempre hay solución,2
mi destino,2
mi vida eres tú me,2
que yo eh,2
porque fuerte no soy,2
gerardo ortiz ahí,2
aquí junto a ti contigo,2
canciones para dolidos,2
oh no!,2
si yo fuera él no te dejaría un momento,2
pues sin ti,2
algo que no tiene precio,2
no te las roban,2
eres mi música,2
sé que no hay un corazón,2
si yo fuera él,2
pero no estés chingando,2
me siento roto,2
una mujer inalcanzable eres tú,2
m carros,2
porque esos regalos,2
si tu me quisieras,2
yo a nadie le diré,2
y me dejo vacio el corazon estoy,2
no es cierto,2
pero contigo,2
lo que tiro,2
ya és ora de olvidar,2
ahí por la recta,2
si no me encuentras no pienses,2
te cambias hoy por soledad,2
mientras yo preparo mi interior,2
hoy tu rojo corazón,2
un libro en blanco,2
por tratar de escribir,2
yo voy a tu casa,2
que le digo a la ciudad,2
tu mamá te,2
por eso andamos firmes y al pie del renglón babies,2
"una silla para mí tú, mi chiquitita finges",2
y voy a sonreir para,2
porque estoy aquí,2
ay alguién que me quiere mientras tu me desprecias,2
porque ahi,2
carolina herrera,2
si ves que yo ya te olvidé borré,2
no quiero saber nada más de ti qué corazón de piedra qué triste que nunca te diste,2
que yo siempre te amé,2
a usted,2
lleno de este veneno,2
me doy,2
pone el tráfico lento,2
pero vendito,2
de mi vida el gran señor y dejar la playa,2
estoy enamorado de ti estoy enamorado de ti,2
tu perfume,2
ya nada es,2
no puedo dejar de pensar,2
eres mi talon de aquiles,2
por que un día me das la gloria,2
maldigo tu camino,2
corazones rotos yo los vi llorar,2
y maldito,2
quien y va a pensar,2
las morras fresitas,2
ay ay ay ay mama,2
no me sirven tus pocas,2
la chancla que yo tiro,2
